==========================================
SLURM_JOB_ID = 2410593
SLURM_NODELIST = gnode106
SLURM_JOB_GPUS = 1
==========================================
/var/spool/slurmd/job2410593/slurm_script: line 10: activate: No such file or directory

video 1/1721 (1/834) /scratch/mukil/dipx/common/aria_common/0074726e-def7-4868-b93d-1ce03fa39ffa.mp4: 1088x1088 1 face, 26.9ms
video 24/1721 (766/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 license, 24.5ms
video 24/1721 (767/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (768/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (769/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (770/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (771/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (772/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (773/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (774/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (775/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (776/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (777/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (778/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.7ms
video 24/1721 (779/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 licenses, 24.4ms
video 24/1721 (780/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 licenses, 24.5ms
video 24/1721 (781/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 license, 24.4ms
video 24/1721 (782/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 license, 24.2ms
video 24/1721 (783/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.6ms
video 24/1721 (784/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (785/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (786/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (787/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (788/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (789/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (790/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (791/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (792/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (793/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (794/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (795/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (796/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (797/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.7ms
video 24/1721 (798/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.4ms
video 24/1721 (799/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (800/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (801/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (802/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (803/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (804/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (805/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.4ms
video 24/1721 (806/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.4ms
video 24/1721 (807/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.3ms
video 24/1721 (808/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.5ms
video 24/1721 (809/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.3ms
video 24/1721 (810/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.6ms
video 24/1721 (811/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.4ms
video 24/1721 (812/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.3ms
video 24/1721 (813/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.4ms
video 24/1721 (814/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.2ms
video 24/1721 (815/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.6ms
video 24/1721 (816/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.3ms
video 24/1721 (817/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.5ms
video 24/1721 (818/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.4ms
video 24/1721 (819/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.3ms
video 24/1721 (820/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.6ms
video 24/1721 (821/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (822/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (823/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (824/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (825/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (826/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (827/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (828/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.6ms
video 24/1721 (829/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (830/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (831/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (832/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (833/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (834/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (835/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (836/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (837/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (838/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (839/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (840/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (841/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (842/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (843/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.4ms
video 24/1721 (844/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.5ms
video 24/1721 (845/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (846/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (847/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (848/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (849/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (850/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (851/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (852/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (853/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (854/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (855/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (856/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (857/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.4ms
video 24/1721 (858/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.3ms
video 24/1721 (859/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.6ms
video 24/1721 (860/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.3ms
video 24/1721 (861/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.6ms
video 24/1721 (862/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.4ms
video 24/1721 (863/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (864/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (865/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.3ms
video 24/1721 (866/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.4ms
video 24/1721 (867/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.2ms
video 24/1721 (868/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.6ms
video 24/1721 (869/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (870/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (871/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (872/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (873/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (874/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.6ms
video 24/1721 (875/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (876/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (877/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (878/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (879/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (880/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (881/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.4ms
video 24/1721 (882/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 2 faces, 24.5ms
video 24/1721 (883/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.4ms
video 24/1721 (884/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 1 face, 24.3ms
video 24/1721 (885/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.6ms
video 24/1721 (886/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.3ms
video 24/1721 (887/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (888/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (889/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (890/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (891/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (892/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (893/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (894/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (895/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (896/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (897/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (898/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (899/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (900/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (901/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (902/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (903/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (904/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (905/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.6ms
video 24/1721 (906/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (907/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (908/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (909/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.7ms
video 24/1721 (910/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (911/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (912/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (913/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (914/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (915/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (916/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (917/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (918/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (919/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (920/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (921/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (922/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (923/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (924/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
video 24/1721 (925/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.5ms
video 24/1721 (926/1065) /scratch/mukil/dipx/common/aria_common/03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4: 1088x1088 (no detections), 24.4ms
